Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_name,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR14655225,AMPLICON,225,44862002,PRJEB85606,SAMEA117687848,28353781,IKIM - UK-ESSEN,2022,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056694,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:43:00Z,1,SAMEA117687848,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208833,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208833
ERR14655226,AMPLICON,197,52052826,PRJEB85606,SAMEA117687847,32334981,IKIM - UK-ESSEN,2022,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056695,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687847,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208832,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208832
ERR14655227,AMPLICON,160,50274452,PRJEB85606,SAMEA117687846,30719340,IKIM - UK-ESSEN,2022,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",2025-02-24,2025-02-24,2025-02-24,ERX14056696,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687846,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208831,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208831
ERR14655228,AMPLICON,167,47070255,PRJEB85606,SAMEA117687845,29438695,IKIM - UK-ESSEN,2022,public,"run.zq,activ_sars2_vcf,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",2025-02-24,2025-02-24,2025-02-24,ERX14056697,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:52:00Z,1,SAMEA117687845,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208830,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208830
ERR14655229,AMPLICON,196,61592973,PRJEB85606,SAMEA117687844,38715534,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",2025-02-24,2025-02-24,2025-02-24,ERX14056698,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687844,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208829,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:987-208829
ERR14655230,AMPLICON,130,33175352,PRJEB85606,SAMEA117687843,21162204,IKIM - UK-ESSEN,2022,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056699,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:51:00Z,1,SAMEA117687843,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208828,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208828
ERR14655231,AMPLICON,190,43751767,PRJEB85606,SAMEA117687842,27380898,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056700,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687842,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208827,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208827
ERR14655232,AMPLICON,211,22550944,PRJEB85606,SAMEA117687841,10424250,IKIM - UK-ESSEN,2022,public,"run.zq,sra,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",2025-02-24,2025-02-24,2025-02-24,ERX14056701,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:52:00Z,1,SAMEA117687841,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208826,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208826
ERR14655233,AMPLICON,148,15028858,PRJEB85606,SAMEA117687840,7145684,IKIM - UK-ESSEN,2022,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,gs,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",2025-02-24,2025-02-24,2025-02-24,ERX14056702,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687840,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208825,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208825
ERR14655234,AMPLICON,257,260394190,PRJEB85606,SAMEA117687839,162045999,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056703,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:53:00Z,1,SAMEA117687839,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208824,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208824
ERR14655235,AMPLICON,123,40554907,PRJEB85606,SAMEA117687838,24631587,IKIM - UK-ESSEN,2022,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056704,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:52:00Z,1,SAMEA117687838,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208823,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208823
ERR14655236,AMPLICON,137,29041933,PRJEB85606,SAMEA117687837,17310944,IKIM - UK-ESSEN,2022,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056705,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:49:00Z,1,SAMEA117687837,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208822,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208822
ERR14655237,AMPLICON,145,34650912,PRJEB85606,SAMEA117687836,20981558,IKIM - UK-ESSEN,2022,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056706,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:53:00Z,1,SAMEA117687836,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208821,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208821
ERR14655238,AMPLICON,146,33971866,PRJEB85606,SAMEA117687835,21260034,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056707,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:46:00Z,1,SAMEA117687835,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208820,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208820
ERR14655239,AMPLICON,219,53866138,PRJEB85606,SAMEA117687834,34041446,IKIM - UK-ESSEN,2022,public,"fastq,run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",2025-02-24,2025-02-24,2025-02-24,ERX14056708,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687834,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208819,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208819
ERR14655240,AMPLICON,149,100399849,PRJEB85606,SAMEA117687833,57720422,IKIM - UK-ESSEN,2022,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056709,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:23:00Z,1,SAMEA117687833,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208818,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208818
ERR14655241,AMPLICON,181,42789112,PRJEB85606,SAMEA117687832,26440313,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",2025-02-24,2025-02-24,2025-02-24,ERX14056710,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-25T00:00:00Z,2025-03-06T13:55:00Z,1,SAMEA117687832,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208817,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208817
ERR14655242,AMPLICON,136,18917227,PRJEB85606,SAMEA117687831,11758495,IKIM - UK-ESSEN,2022,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-02-24,2025-02-24,2025-02-24,ERX14056711,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:23:00Z,1,SAMEA117687831,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208816,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208816
ERR14655243,AMPLICON,212,14824239,PRJEB85606,SAMEA117687830,6802231,IKIM - UK-ESSEN,2022,public,"fastq,run.zq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056712,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:22:00Z,1,SAMEA117687830,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208815,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:986-208815
ERR14655244,AMPLICON,247,20952662,PRJEB85606,SAMEA117687829,9497367,IKIM - UK-ESSEN,2022,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056713,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-25T00:00:00Z,2025-03-06T13:55:00Z,1,SAMEA117687829,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208814,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208814
ERR14655245,AMPLICON,220,18189829,PRJEB85606,SAMEA117687828,8557536,IKIM - UK-ESSEN,2022,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",2025-02-24,2025-02-24,2025-02-24,ERX14056714,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-07T00:23:00Z,1,SAMEA117687828,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208813,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208813
ERR14655246,AMPLICON,210,54293457,PRJEB85606,SAMEA117687827,34052623,IKIM - UK-ESSEN,2022,public,"sra,fastq,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",2025-02-24,2025-02-24,2025-02-24,ERX14056715,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-25T00:00:00Z,2025-03-06T13:55:00Z,1,SAMEA117687827,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208812,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208812
ERR14655247,AMPLICON,160,42992414,PRJEB85606,SAMEA117687826,25920657,IKIM - UK-ESSEN,2022,public,"activ_sars2_vcf,run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",2025-02-24,2025-02-24,2025-02-24,ERX14056716,Germany,Europe,Germany,IKIM - UK-Essen,public,Illumina MiSeq,,PAIRED,cDNA,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2025-02-24T00:00:00Z,2025-03-06T13:48:00Z,1,SAMEA117687826,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208811,Severe acute respiratory syndrome coronavirus 2,ERP168981,ena-SAMPLE-TAB-11-02-2025-16:09:45:985-208811
