Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by
SRR34288715,AMPLICON,120,64600,PRJNA1283912,SAMN49704305,SARS-CoV-2: wastewater surveillance,113367,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-24,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460034,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230224_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_BER_FTGS_AL_pool_20230224_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288716,AMPLICON,105,1281110267,PRJNA1283912,SAMN49704372,SARS-CoV-2: wastewater surveillance,957804728,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-28,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460033,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230428_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_TERGS_20230428_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288717,AMPLICON,134,2361176553,PRJNA1283912,SAMN49704297,SARS-CoV-2: wastewater surveillance,1777634957,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-03,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460032,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230203_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_FTGS_AL_pool_20230203_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288718,AMPLICON,135,2445274409,PRJNA1283912,SAMN49704336,SARS-CoV-2: wastewater surveillance,1883967571,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-24,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460000,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230324_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,SAT_BER_FTGS_DOM_pool_20230324_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288719,AMPLICON,146,2743389917,PRJNA1283912,SAMN49704311,SARS-CoV-2: wastewater surveillance,2048862871,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-27,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460031,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230127_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,SAT_BER_FTGS_DOM_pool_20230127_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep3
SRR34288720,AMPLICON,141,853094818,PRJNA1283912,SAMN49704275,SARS-CoV-2: wastewater surveillance,678768519,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-20,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460030,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230220_02_neu,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230220_02_neu,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288721,AMPLICON,125,2115102942,PRJNA1283912,SAMN49704447,SARS-CoV-2: wastewater surveillance,1581772813,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-17,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460029,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230317_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230317_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep3
SRR34288722,AMPLICON,112,25728,PRJNA1283912,SAMN49704327,SARS-CoV-2: wastewater surveillance,82788,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-24,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460028,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230224_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_BER_FTGS_DOM_pool_20230224_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288723,AMPLICON,94,212513819,PRJNA1283912,SAMN49704458,SARS-CoV-2: wastewater surveillance,161185664,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-20,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460027,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230420_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_FRA_TER24h_20230420_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288724,AMPLICON,123,1950329723,PRJNA1283912,SAMN49704326,SARS-CoV-2: wastewater surveillance,1462465408,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-17,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460026,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230217_02_verduennt,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_DOM_pool_20230217_02_verduennt,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288725,AMPLICON,152,2953446590,PRJNA1283912,SAMN49704262,SARS-CoV-2: wastewater surveillance,2200163351,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-09,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460025,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230109_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,BMBF_EGLV_FRGR_20230109_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288726,AMPLICON,115,2059340532,PRJNA1283912,SAMN49704485,SARS-CoV-2: wastewater surveillance,1647619014,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-24,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460024,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TERGS_20230424_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TERGS_20230424_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288727,AMPLICON,129,2334137758,PRJNA1283912,SAMN49704353,SARS-CoV-2: wastewater surveillance,1766477628,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-17,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460023,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230217_DW24,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_TERGS_20230217_DW24,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep23
SRR34288728,AMPLICON,150,2360970566,PRJNA1283912,SAMN49704280,SARS-CoV-2: wastewater surveillance,1685464191,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-14,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460022,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230314_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,BMBF_EGLV_FRGR_20230314_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288729,AMPLICON,131,62032,PRJNA1283912,SAMN49704276,SARS-CoV-2: wastewater surveillance,110942,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-27,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460021,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230227,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,BMBF_EGLV_FRGR_20230227,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288730,AMPLICON,91,86648065,PRJNA1283912,SAMN49704342,SARS-CoV-2: wastewater surveillance,70798750,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-21,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460020,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230421_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_BER_FTGS_DOM_pool_20230421_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288731,AMPLICON,165,1227077036,PRJNA1283912,SAMN49704282,SARS-CoV-2: wastewater surveillance,949674193,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-20,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460019,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230320_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230320_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288732,AMPLICON,114,695140055,PRJNA1283912,SAMN49704405,SARS-CoV-2: wastewater surveillance,490202711,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-09,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460018,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_FTGS_pool_20230209_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_FTGS_pool_20230209_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep3
SRR34288733,AMPLICON,162,4270915406,PRJNA1283912,SAMN49704363,SARS-CoV-2: wastewater surveillance,3170693543,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-24,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460017,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230324_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,SAT_BER_TERGS_20230324_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288734,AMPLICON,173,2117793782,PRJNA1283912,SAMN49704467,SARS-CoV-2: wastewater surveillance,1661247358,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-29,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460016,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230429_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230429_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288735,AMPLICON,161,1697124322,PRJNA1283912,SAMN49704429,SARS-CoV-2: wastewater surveillance,1325140986,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-07,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460015,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230207_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230207_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288736,AMPLICON,162,799113007,PRJNA1283912,SAMN49704450,SARS-CoV-2: wastewater surveillance,614209684,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-31,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460014,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230331_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230331_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep3
SRR34288737,AMPLICON,181,1163918254,PRJNA1283912,SAMN49704279,SARS-CoV-2: wastewater surveillance,898871902,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-07,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460013,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230307_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230307_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288738,AMPLICON,166,2739158774,PRJNA1283912,SAMN49704389,SARS-CoV-2: wastewater surveillance,2139765172,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-26,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460012,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230126_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230126_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288739,AMPLICON,123,1197392324,PRJNA1283912,SAMN49704295,SARS-CoV-2: wastewater surveillance,949471092,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-27,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460011,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion Torrent Genexus,wastewater,SAT_BER_FTGS_AL_pool_20230127_75proz_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_AL_pool_20230127_75proz_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep3
SRR34288740,AMPLICON,142,1283862162,PRJNA1283912,SAMN49704423,SARS-CoV-2: wastewater surveillance,1018665894,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-30,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460010,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230130_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230130_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288741,AMPLICON,144,1966804352,PRJNA1283912,SAMN49704409,SARS-CoV-2: wastewater surveillance,1531001760,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-16,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460009,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_FTGS_pool_20230216_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230216_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288742,AMPLICON,158,1779788839,PRJNA1283912,SAMN49704445,SARS-CoV-2: wastewater surveillance,1379534624,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-17,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460008,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230317_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230317_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288743,AMPLICON,131,1630596931,PRJNA1283912,SAMN49704386,SARS-CoV-2: wastewater surveillance,1290345339,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-24,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460007,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230124_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230124_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288744,AMPLICON,166,1977199710,PRJNA1283912,SAMN49704347,SARS-CoV-2: wastewater surveillance,1543291918,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-03,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460006,Germany,Europe,Germany:Berlin_Terminal,Ion Torrent Genexus,wastewater,SAT_BER_TER24h_20230203_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_TER24h_20230203_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288745,AMPLICON,168,1723232725,PRJNA1283912,SAMN49704348,SARS-CoV-2: wastewater surveillance,1349457593,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-03,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460005,Germany,Europe,Germany:Berlin_Terminal,Ion Torrent Genexus,wastewater,SAT_BER_TER24h_20230203_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_TER24h_20230203_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288746,AMPLICON,143,1573552511,PRJNA1283912,SAMN49704387,SARS-CoV-2: wastewater surveillance,1247155581,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-25,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460004,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230125_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230125_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288747,AMPLICON,156,911313014,PRJNA1283912,SAMN49704271,SARS-CoV-2: wastewater surveillance,706141703,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-13,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460003,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230213_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230213_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288748,AMPLICON,189,1026374810,PRJNA1283912,SAMN49704283,SARS-CoV-2: wastewater surveillance,788773609,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-27,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460002,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230327_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230327_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288749,AMPLICON,119,611078529,PRJNA1283912,SAMN49704291,SARS-CoV-2: wastewater surveillance,489910758,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-24,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460001,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230424_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230424_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288750,AMPLICON,144,1345841474,PRJNA1283912,SAMN49704260,SARS-CoV-2: wastewater surveillance,987835734,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-02,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29459999,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230102,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,BMBF_EGLV_FRGR_20230102,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288751,AMPLICON,135,2674711308,PRJNA1283912,SAMN49704261,SARS-CoV-2: wastewater surveillance,2003541255,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-09,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX29459998,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230109_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,BMBF_EGLV_FRGR_20230109_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
