Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by
SRR34288678,AMPLICON,117,1376090320,PRJNA1283912,SAMN49704463,SARS-CoV-2: wastewater surveillance,1105372560,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-25,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460072,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230425_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:49:00Z,1,SAT_FRA_TER24h_20230425_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288679,AMPLICON,113,1636011433,PRJNA1283912,SAMN49704369,SARS-CoV-2: wastewater surveillance,1308890608,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-21,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460071,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230421_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:49:00Z,1,SAT_BER_TERGS_20230421_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288680,AMPLICON,142,775427122,PRJNA1283912,SAMN49704379,SARS-CoV-2: wastewater surveillance,552680902,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-17,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460070,Germany,Europe,Germany:Frankfurt_Non_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_FT24h_pool_20230117_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:49:00Z,1,SAT_FRA_FT24h_pool_20230117_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep3
SRR34288681,AMPLICON,107,48830,PRJNA1283912,SAMN49704304,SARS-CoV-2: wastewater surveillance,100722,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-24,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460069,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230224_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:48:00Z,1,SAT_BER_FTGS_AL_pool_20230224_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288682,AMPLICON,107,1774807783,PRJNA1283912,SAMN49704457,SARS-CoV-2: wastewater surveillance,1348273759,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-20,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460068,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230420_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:50:00Z,1,SAT_FRA_TER24h_20230420_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288683,AMPLICON,123,2507829267,PRJNA1283912,SAMN49704367,SARS-CoV-2: wastewater surveillance,1909389100,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-14,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460067,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230414_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_TERGS_20230414_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288684,AMPLICON,110,252515449,PRJNA1283912,SAMN49704454,SARS-CoV-2: wastewater surveillance,189623073,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-17,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460066,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230417_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_FRA_TER24h_20230417_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288685,AMPLICON,128,809882591,PRJNA1283912,SAMN49704376,SARS-CoV-2: wastewater surveillance,576025457,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-17,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460065,Germany,Europe,Germany:Frankfurt_Non_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_FT24h_pool_20230117,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_FT24h_pool_20230117,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288686,AMPLICON,150,1847511376,PRJNA1283912,SAMN49704433,SARS-CoV-2: wastewater surveillance,1428360019,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-16,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460063,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230216_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230216_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288687,AMPLICON,163,1614553212,PRJNA1283912,SAMN49704428,SARS-CoV-2: wastewater surveillance,1259954441,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-07,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460062,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230207_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230207_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288688,AMPLICON,163,1961922898,PRJNA1283912,SAMN49704420,SARS-CoV-2: wastewater surveillance,1542808604,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-26,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460061,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230126_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230126_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288689,AMPLICON,139,1304568919,PRJNA1283912,SAMN49704296,SARS-CoV-2: wastewater surveillance,1030038282,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-27,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460060,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230127_75proz_50prDNA,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_AL_pool_20230127_75proz_50prDNA,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep4
SRR34288690,AMPLICON,184,557669395,PRJNA1283912,SAMN49704285,SARS-CoV-2: wastewater surveillance,428778688,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-03,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460059,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230403_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,BMBF_EGLV_FRGR_20230403_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288691,AMPLICON,167,2539200073,PRJNA1283912,SAMN49704488,SARS-CoV-2: wastewater surveillance,1962435958,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-25,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460058,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TERGS_20230425_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TERGS_20230425_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288692,AMPLICON,140,1956428522,PRJNA1283912,SAMN49704388,SARS-CoV-2: wastewater surveillance,1543883765,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-25,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460057,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230125_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_FTGS_pool_20230125_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288693,AMPLICON,139,876170190,PRJNA1283912,SAMN49704316,SARS-CoV-2: wastewater surveillance,693296999,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-27,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460056,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230127_75proz_50prDNA,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_DOM_pool_20230127_75proz_50prDNA,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep8
SRR34288694,AMPLICON,162,2413751210,PRJNA1283912,SAMN49704421,SARS-CoV-2: wastewater surveillance,1896421031,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-26,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460055,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230126_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230126_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288695,AMPLICON,179,3060799115,PRJNA1283912,SAMN49704399,SARS-CoV-2: wastewater surveillance,2364791461,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-06,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460054,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230206_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230206_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288696,AMPLICON,139,1510551776,PRJNA1283912,SAMN49704268,SARS-CoV-2: wastewater surveillance,1183511443,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-31,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460053,Germany,Europe,Germany:Frankfurt_Griesheim,Ion Torrent Genexus,wastewater,BMBF_EGLV_FRGR_20230131_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230131_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288697,AMPLICON,116,1971256279,PRJNA1283912,SAMN49704349,SARS-CoV-2: wastewater surveillance,1492353031,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-10,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29460052,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230210_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_TERGS_20230210_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288698,AMPLICON,179,3218459989,PRJNA1283912,SAMN49704400,SARS-CoV-2: wastewater surveillance,2493115741,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-06,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460051,Germany,Europe,Germany:Frankfurt_Lavatory_Truck,Ion Torrent Genexus,wastewater,SAT_FRA_FTGS_pool_20230206_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_FTGS_pool_20230206_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288699,AMPLICON,126,7889025,PRJNA1283912,SAMN49704479,SARS-CoV-2: wastewater surveillance,6174293,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-17,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460050,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TERGS_20230417_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_FRA_TERGS_20230417_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288700,AMPLICON,151,2523101863,PRJNA1283912,SAMN49704414,SARS-CoV-2: wastewater surveillance,1856898747,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-16,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460049,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230116_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_FRA_TER24h_20230116_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288701,AMPLICON,122,1879901812,PRJNA1283912,SAMN49704333,SARS-CoV-2: wastewater surveillance,1414168933,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-17,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460048,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230317_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_DOM_pool_20230317_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288702,AMPLICON,111,1879466136,PRJNA1283912,SAMN49704483,SARS-CoV-2: wastewater surveillance,1420803314,TECHNICAL UNIVERSITY OF DARMSTADT,2023-04-20,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460047,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TERGS_20230420_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TERGS_20230420_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288703,AMPLICON,152,1112092525,PRJNA1283912,SAMN49704432,SARS-CoV-2: wastewater surveillance,779710053,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-09,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460046,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230209_03,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230209_03,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep3
SRR34288704,AMPLICON,133,2233878176,PRJNA1283912,SAMN49704362,SARS-CoV-2: wastewater surveillance,1691411774,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-17,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460045,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230317_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_TERGS_20230317_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288705,AMPLICON,144,1669963728,PRJNA1283912,SAMN49704264,SARS-CoV-2: wastewater surveillance,1229654632,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-23,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460044,Germany,Europe,Germany:Frankfurt_Griesheim,Ion GeneStudio S5 Prime,wastewater,BMBF_EGLV_FRGR_20230123,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,BMBF_EGLV_FRGR_20230123,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288706,AMPLICON,119,1659379531,PRJNA1283912,SAMN49704302,SARS-CoV-2: wastewater surveillance,1215684881,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-17,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460043,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230217_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_AL_pool_20230217_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288707,AMPLICON,115,45895,PRJNA1283912,SAMN49704328,SARS-CoV-2: wastewater surveillance,99043,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-24,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460042,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230224_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_BER_FTGS_DOM_pool_20230224_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288708,AMPLICON,122,2050861340,PRJNA1283912,SAMN49704330,SARS-CoV-2: wastewater surveillance,1551359951,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-03,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX29460041,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230303_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_FTGS_DOM_pool_20230303_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288709,AMPLICON,148,1159009019,PRJNA1283912,SAMN49704422,SARS-CoV-2: wastewater surveillance,918288383,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-30,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460040,Germany,Europe,Germany:Frankfurt_Terminal,Ion Torrent Genexus,wastewater,SAT_FRA_TER24h_20230130_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_FRA_TER24h_20230130_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,
SRR34288710,AMPLICON,175,2505793837,PRJNA1283912,SAMN49704425,SARS-CoV-2: wastewater surveillance,1813379214,TECHNICAL UNIVERSITY OF DARMSTADT,2023-01-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460039,Germany,Europe,Germany:Frankfurt_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_FRA_TER24h_20230131_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:57:00Z,1,SAT_FRA_TER24h_20230131_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,24,raw wastewater,composite,yes,SARS-CoV-2,rep
SRR34288711,AMPLICON,133,2131489361,PRJNA1283912,SAMN49704366,SARS-CoV-2: wastewater surveillance,1609207928,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-31,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX29460038,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230331_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_TERGS_20230331_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288712,AMPLICON,124,1498621154,PRJNA1283912,SAMN49704300,SARS-CoV-2: wastewater surveillance,1140084483,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX29460037,Germany,Europe,Germany:Berlin_Aircraft_bottom_outlet,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_AL_pool_20230210_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:55:00Z,1,SAT_BER_FTGS_AL_pool_20230210_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
SRR34288713,AMPLICON,102,23080,PRJNA1283912,SAMN49704356,SARS-CoV-2: wastewater surveillance,81560,TECHNICAL UNIVERSITY OF DARMSTADT,2023-02-24,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX29460036,Germany,Europe,Germany:Berlin_Terminal,Ion GeneStudio S5 Prime,wastewater,SAT_BER_TERGS_20230224_02,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:54:00Z,1,SAT_BER_TERGS_20230224_02,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,rep
SRR34288714,AMPLICON,134,2196187159,PRJNA1283912,SAMN49704335,SARS-CoV-2: wastewater surveillance,1652443108,TECHNICAL UNIVERSITY OF DARMSTADT,2023-03-24,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX29460035,Germany,Europe,Germany:Berlin_Aircraft_manhole,Ion GeneStudio S5 Prime,wastewater,SAT_BER_FTGS_DOM_pool_20230324_01,SINGLE,PCR,GENOMIC,wastewater metagenome,ION_TORRENT,research,2025-06-29T00:00:00Z,2025-06-29T09:56:00Z,1,SAT_BER_FTGS_DOM_pool_20230324_01,"Technical University of Darmstadt\, IWAR\, WUB",SRP595869,NA,0,raw wastewater,grab,yes,SARS-CoV-2,
