Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),enrichment_kit (run),Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1
SRR27506714,NEB VarSkip 2b Short,AMPLICON,291,272759924,PRJNA934936,SAMN39419512,SARS-CoV-2: wastewater surveillance,124429378,MA_WWS,MASPHL,2023-08-04,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176779,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW468,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW468,MASPHL,SRP483402,94000,wastewater treatment plant records,48,raw wastewater,wastewater treatment plant,composite,232339.81337480558,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506715,NEB VarSkip 2b Short,AMPLICON,267,367349193,PRJNA934936,SAMN39419511,SARS-CoV-2: wastewater surveillance,165338339,MA_WWS,MASPHL,2023-08-03,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176778,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW467,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW467,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,262856.733341827,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506716,NEB VarSkip 2b Short,AMPLICON,291,378460106,PRJNA934936,SAMN39419510,SARS-CoV-2: wastewater surveillance,175154218,MA_WWS,MASPHL,2023-08-03,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176777,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW466,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW466,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,251104.67419290947,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506717,NEB VarSkip 2b Short,AMPLICON,290,204078217,PRJNA934936,SAMN39419509,SARS-CoV-2: wastewater surveillance,97601269,MA_WWS,MASPHL,2023-08-03,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176776,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW465,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:33:00Z,2,23WW465,MASPHL,SRP483402,1375228,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,210521.93497845676,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506718,NEB VarSkip 2b Short,AMPLICON,252,444884709,PRJNA934936,SAMN39419508,SARS-CoV-2: wastewater surveillance,203300954,MA_WWS,MASPHL,2023-08-02,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176775,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW464,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW464,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,77974.74667926707,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506726,NEB VarSkip 2b Short,AMPLICON,290,209967556,PRJNA934936,SAMN39419501,SARS-CoV-2: wastewater surveillance,96686260,MA_WWS,MASPHL,2023-07-31,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176767,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW457,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW457,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,121722.38644406511,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506727,NEB VarSkip 2b Short,AMPLICON,280,244399377,PRJNA934936,SAMN39419500,SARS-CoV-2: wastewater surveillance,114565936,MA_WWS,MASPHL,2023-07-31,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176766,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW456,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:34:00Z,2,23WW456,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,222206.6750774171,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506728,NEB VarSkip 2b Short,AMPLICON,285,287337359,PRJNA934936,SAMN39419499,SARS-CoV-2: wastewater surveillance,131816289,MA_WWS,MASPHL,2023-07-31,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176765,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW455,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:59:00Z,2,23WW455,MASPHL,SRP483402,1375228,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,63643.03616183316,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506733,NEB VarSkip 2b Short,AMPLICON,259,554104061,PRJNA934936,SAMN39419397,SARS-CoV-2: wastewater surveillance,294229265,MA_WWS,MASPHL,2023-06-13,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176760,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW352,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:59:00Z,2,23WW352,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,108139.89004276114,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506557,NEB VarSkip 2b Short,AMPLICON,268,348708074,PRJNA934936,SAMN39419458,SARS-CoV-2: wastewater surveillance,177234084,MA_WWS,MASPHL,2023-07-11,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176936,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW413,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:27:00Z,2,23WW413,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,22070.035227929966,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506558,NEB VarSkip 2b Short,AMPLICON,291,222434689,PRJNA934936,SAMN39419457,SARS-CoV-2: wastewater surveillance,113153690,MA_WWS,MASPHL,2023-07-11,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176935,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW412,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:26:00Z,2,23WW412,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,136324.62109495825,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506559,NEB VarSkip 2b Short,AMPLICON,289,256078301,PRJNA934936,SAMN39419403,SARS-CoV-2: wastewater surveillance,141844642,MA_WWS,MASPHL,2023-06-15,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176934,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW358,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:27:00Z,2,23WW358,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,147683.93637801136,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506560,NEB VarSkip 2b Short,AMPLICON,291,254766191,PRJNA934936,SAMN39419456,SARS-CoV-2: wastewater surveillance,127331852,MA_WWS,MASPHL,2023-07-11,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176933,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW411,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:26:00Z,2,23WW411,MASPHL,SRP483402,1375228,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,137839.2876300826,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506561,NEB VarSkip 2b Short,AMPLICON,271,231793676,PRJNA934936,SAMN39419455,SARS-CoV-2: wastewater surveillance,117094116,MA_WWS,MASPHL,2023-07-10,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176932,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW410,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:57:00Z,2,23WW410,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,34985.53603039592,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506562,NEB VarSkip 2b Short,AMPLICON,292,186284231,PRJNA934936,SAMN39419454,SARS-CoV-2: wastewater surveillance,94778986,MA_WWS,MASPHL,2023-07-10,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176931,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW409,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:26:00Z,2,23WW409,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,94286.14640048397,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506566,NEB VarSkip 2b Short,AMPLICON,259,521357793,PRJNA934936,SAMN39419450,SARS-CoV-2: wastewater surveillance,239495210,MA_WWS,MASPHL,2023-07-06,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176927,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW405,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:58:00Z,2,23WW405,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,34584.54810495627,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506567,NEB VarSkip 2b Short,AMPLICON,291,214520588,PRJNA934936,SAMN39419449,SARS-CoV-2: wastewater surveillance,108161962,MA_WWS,MASPHL,2023-07-06,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176926,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW404,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:26:00Z,2,23WW404,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,103212.39214055515,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506582,NEB VarSkip 2b Short,AMPLICON,288,322133458,PRJNA934936,SAMN39419436,SARS-CoV-2: wastewater surveillance,184495349,MA_WWS,MASPHL,2023-06-29,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176911,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW391,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:45:00Z,2,23WW391,MASPHL,SRP483402,94000,wastewater treatment plant records,48,raw wastewater,wastewater treatment plant,composite,75478.20093055318,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506583,NEB VarSkip 2b Short,AMPLICON,249,555743462,PRJNA934936,SAMN39419435,SARS-CoV-2: wastewater surveillance,304298160,MA_WWS,MASPHL,2023-06-29,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176910,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW390,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:27:00Z,2,23WW390,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,49048.1522956327,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506584,NEB VarSkip 2b Short,AMPLICON,262,253218486,PRJNA934936,SAMN39419434,SARS-CoV-2: wastewater surveillance,140232636,MA_WWS,MASPHL,2023-06-29,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176909,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW389,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:56:00Z,2,23WW389,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,138639.12054586806,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506585,NEB VarSkip 2b Short,AMPLICON,280,264517377,PRJNA934936,SAMN39419433,SARS-CoV-2: wastewater surveillance,152536517,MA_WWS,MASPHL,2023-06-29,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176908,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW388,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:31:00Z,2,23WW388,MASPHL,SRP483402,1375228,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,115165.28686389163,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506586,NEB VarSkip 2b Short,AMPLICON,265,402856609,PRJNA934936,SAMN39419432,SARS-CoV-2: wastewater surveillance,202452390,MA_WWS,MASPHL,2023-06-28,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176907,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW387,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:46:00Z,2,23WW387,MASPHL,SRP483402,13000,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,39067.34510625561,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506589,NEB VarSkip 2b Short,AMPLICON,285,298506469,PRJNA934936,SAMN39419429,SARS-CoV-2: wastewater surveillance,153020103,MA_WWS,MASPHL,2023-06-27,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176904,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW384,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:32:00Z,2,23WW384,MASPHL,SRP483402,94000,wastewater treatment plant records,48,raw wastewater,wastewater treatment plant,composite,61299.48914431673,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506591,NEB VarSkip 2b Short,AMPLICON,282,264712843,PRJNA934936,SAMN39419427,SARS-CoV-2: wastewater surveillance,138058996,MA_WWS,MASPHL,2023-06-27,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176902,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW382,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T04:56:00Z,2,23WW382,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,96226.64653708249,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506595,NEB VarSkip 2b Short,AMPLICON,289,216764684,PRJNA934936,SAMN39419424,SARS-CoV-2: wastewater surveillance,118102873,MA_WWS,MASPHL,2023-06-26,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176898,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW379,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:31:00Z,2,23WW379,MASPHL,SRP483402,107565,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,168334.2096615182,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506596,NEB VarSkip 2b Short,AMPLICON,290,223491206,PRJNA934936,SAMN39419423,SARS-CoV-2: wastewater surveillance,118459970,MA_WWS,MASPHL,2023-06-26,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176897,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW378,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:39:00Z,2,23WW378,MASPHL,SRP483402,1375228,wastewater treatment plant records,24,raw wastewater,wastewater treatment plant,composite,209677.17971229824,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
SRR27506598,NEB VarSkip 2b Short,AMPLICON,285,211481306,PRJNA934936,SAMN39419421,SARS-CoV-2: wastewater surveillance,118273574,MA_WWS,MASPHL,2023-06-23,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,SRX23176895,Murine Hepatitis Virus,zymo quick-rna viral kit,USA,North America,USA: Massachusetts,Illumina MiSeq,wastewater,23WW376,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,CDC NWSS,public health surveillance community-level,2025-01-24T00:00:00Z,2025-01-24T05:31:00Z,2,23WW376,MASPHL,SRP483402,94000,wastewater treatment plant records,48,raw wastewater,wastewater treatment plant,composite,63329.13835053277,copies/L,N2,no,ddPCR detection of SARS-CoV-2 using the BioRad PREvalence Kit on the BioRad QXOne,SARS-CoV-2
