Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_flow,instantaneous_flow,amplicon_PCR_primer_scheme (run),replicate
SRR24838168,AMPLICON,242,67247996,PRJNA850375,SAMN35628134,SARS-CoV-2: wastewater surveillance,33258133,CDPHE-COVID,CDPHE,2023-04-24,SM,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602632,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Denver\, county",Illumina MiSeq,wastewater,SM20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T22:56:00Z,3,SM20230424,CDPHE,SRP393881,345454,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SM20230424,copies/L,n1,no,SARS-CoV-2,45019.476689999996,26.57,NaN,,
SRR24838169,AMPLICON,238,63060196,PRJNA850375,SAMN35628133,SARS-CoV-2: wastewater surveillance,30371084,CDPHE-COVID,CDPHE,2023-04-24,SL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602631,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,SL20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T19:58:00Z,3,SL20230424,CDPHE,SRP393881,17601,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SL20230424,copies/L,n1,no,SARS-CoV-2,98333.40861,1.4116,NaN,,
SRR24838170,AMPLICON,240,66265018,PRJNA850375,SAMN35628132,SARS-CoV-2: wastewater surveillance,32524532,CDPHE-COVID,CDPHE,2023-04-24,SK,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602630,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder Weld\, county",Illumina MiSeq,wastewater,SK20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T19:21:00Z,3,SK20230424,CDPHE,SRP393881,75544,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SK20230424,copies/L,n1,no,SARS-CoV-2,108032.0192,6.93,NaN,,
SRR24838171,AMPLICON,238,72898077,PRJNA850375,SAMN35628131,SARS-CoV-2: wastewater surveillance,35083975,CDPHE-COVID,CDPHE,2023-04-24,SJ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602629,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Weld\, county",Illumina MiSeq,wastewater,SJ20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T15:19:00Z,3,SJ20230424,CDPHE,SRP393881,83319,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SJ20230424,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838172,AMPLICON,239,76906094,PRJNA850375,SAMN35628130,SARS-CoV-2: wastewater surveillance,38393896,CDPHE-COVID,CDPHE,2023-04-24,SI,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602628,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SI20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T07:47:00Z,3,SI20230424,CDPHE,SRP393881,26621,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SI20230424,copies/L,n1,no,SARS-CoV-2,12986.767759999999,2.18,NaN,,
SRR24838173,AMPLICON,238,78844600,PRJNA850375,SAMN35628129,SARS-CoV-2: wastewater surveillance,38335334,CDPHE-COVID,CDPHE,2023-04-24,SH,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602627,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SH20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T12:54:00Z,3,SH20230424,CDPHE,SRP393881,92127,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SH20230424,copies/L,n1,no,SARS-CoV-2,73825.78036,10.13,NaN,,
SRR24838174,AMPLICON,246,65424217,PRJNA850375,SAMN35628128,SARS-CoV-2: wastewater surveillance,33437339,CDPHE-COVID,CDPHE,2023-04-24,SG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602626,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SG20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-02T11:36:00Z,3,SG20230424,CDPHE,SRP393881,17997,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SG20230424,copies/L,n1,no,SARS-CoV-2,5331.330225,2.305,NaN,,
SRR24838175,AMPLICON,242,70607656,PRJNA850375,SAMN35628127,SARS-CoV-2: wastewater surveillance,35505238,CDPHE-COVID,CDPHE,2023-04-24,SE,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602625,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SE20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T17:30:00Z,3,SE20230424,CDPHE,SRP393881,303855,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SE20230424,copies/L,n1,no,SARS-CoV-2,53439.81952,28.13,NaN,,
SRR24838176,AMPLICON,241,70998874,PRJNA850375,SAMN35628126,SARS-CoV-2: wastewater surveillance,35423893,CDPHE-COVID,CDPHE,2023-04-24,SD,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602624,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SD20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-03T04:22:00Z,3,SD20230424,CDPHE,SRP393881,102204,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SD20230424,copies/L,n1,no,SARS-CoV-2,50402.95192,9.19,NaN,,
SRR24838177,AMPLICON,241,64823356,PRJNA850375,SAMN35628125,SARS-CoV-2: wastewater surveillance,32282973,CDPHE-COVID,CDPHE,2023-04-24,SC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602623,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Broomfield\, county",Illumina MiSeq,wastewater,SC20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T04:34:00Z,3,SC20230424,CDPHE,SRP393881,53356,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SC20230424,copies/L,n1,no,SARS-CoV-2,47546.994080000004,6.26123,NaN,,
SRR24838178,AMPLICON,246,92621975,PRJNA850375,SAMN35627810,SARS-CoV-2: wastewater surveillance,48524583,CDPHE-COVID,CDPHE,2023-04-14,WS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602622,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Weld\, county",Illumina MiSeq,wastewater,WS20230414,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2023-06-07T01:48:00Z,1,WS20230414,CDPHE,SRP393881,20000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,WS20230414,copies/L,n2,no,SARS-CoV-2,181000.0,1.82,NaN,,
SRR24838179,AMPLICON,243,73098161,PRJNA850375,SAMN35628124,SARS-CoV-2: wastewater surveillance,36260596,CDPHE-COVID,CDPHE,2023-04-24,SB,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602621,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,SB20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-03T03:44:00Z,3,SB20230424,CDPHE,SRP393881,89383,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SB20230424,copies/L,n1,no,SARS-CoV-2,28150.61313,10.44,NaN,,
SRR24838180,AMPLICON,239,75596054,PRJNA850375,SAMN35628123,SARS-CoV-2: wastewater surveillance,36651192,CDPHE-COVID,CDPHE,2023-04-24,SA,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602620,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams Arapahoe\, county",Illumina MiSeq,wastewater,SA20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T17:11:00Z,3,SA20230424,CDPHE,SRP393881,268004,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SA20230424,copies/L,n1,no,SARS-CoV-2,86045.45779,4.5018,NaN,,
SRR24838181,AMPLICON,248,72920144,PRJNA850375,SAMN35628122,SARS-CoV-2: wastewater surveillance,41588032,CDPHE-COVID,CDPHE,2023-05-11,LJ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602619,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Otero\, county",Illumina MiSeq,wastewater,LJ20230511,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T23:32:00Z,3,LJ20230511,CDPHE,SRP393881,29643,census blocks clipped to wastewater service area polygon,NaN,raw wastewater,wastewater treatment plant,composite,LJ20230511,copies/L,n2,no,SARS-CoV-2,47700.0,0.75,NaN,,
SRR24838182,AMPLICON,251,46497816,PRJNA850375,SAMN35628121,SARS-CoV-2: wastewater surveillance,26439537,CDPHE-COVID,CDPHE,2023-05-11,LF,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602618,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,LF20230511,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T19:46:00Z,3,LF20230511,CDPHE,SRP393881,31429,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,LF20230511,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838183,AMPLICON,250,41150668,PRJNA850375,SAMN35628099,SARS-CoV-2: wastewater surveillance,24049868,CDPHE-COVID,CDPHE,2023-05-09,PW,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602617,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Douglas\, county",Illumina MiSeq,wastewater,PW20230509,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T14:22:00Z,3,PW20230509,CDPHE,SRP393881,14286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PW20230509,copies/L,n2,no,SARS-CoV-2,32300.0,0.91,NaN,,
SRR24838184,AMPLICON,240,72030929,PRJNA850375,SAMN35628098,SARS-CoV-2: wastewater surveillance,39453053,CDPHE-COVID,CDPHE,2023-05-18,LC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602616,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer Weld\, county",Illumina MiSeq,wastewater,LC20230518,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-02T10:39:00Z,3,LC20230518,CDPHE,SRP393881,7946,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,LC20230518,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838185,AMPLICON,251,68711128,PRJNA850375,SAMN35628117,SARS-CoV-2: wastewater surveillance,40567204,CDPHE-COVID,CDPHE,2023-05-10,EL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602615,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Elbert\, county",Illumina MiSeq,wastewater,EL20230510,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T15:59:00Z,3,EL20230510,CDPHE,SRP393881,3571,census blocks clipped to wastewater service area polygon,0,raw wastewater,wastewater treatment plant,grab,EL20230510,copies/L,n2,no,SARS-CoV-2,5350.0,NaN,0.37,,
SRR24838186,AMPLICON,242,72063960,PRJNA850375,SAMN35628137,SARS-CoV-2: wastewater surveillance,35899671,CDPHE-COVID,CDPHE,2023-04-24,SP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602614,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams\, county",Illumina MiSeq,wastewater,SP20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T19:03:00Z,3,SP20230424,CDPHE,SRP393881,54561,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SP20230424,copies/L,n1,no,SARS-CoV-2,36011.62608,3.87,NaN,,
SRR24838187,AMPLICON,255,51448519,PRJNA850375,SAMN35628116,SARS-CoV-2: wastewater surveillance,29604510,CDPHE-COVID,CDPHE,2023-05-11,ED,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602613,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Eagle\, county",Illumina MiSeq,wastewater,ED20230511,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-17T14:26:00Z,3,ED20230511,CDPHE,SRP393881,21071,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,ED20230511,copies/L,n2,no,SARS-CoV-2,42000.0,0.87,NaN,,
SRR24838188,AMPLICON,251,70179751,PRJNA850375,SAMN35628115,SARS-CoV-2: wastewater surveillance,41093355,CDPHE-COVID,CDPHE,2023-05-12,DE,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602612,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Delta\, county",Illumina MiSeq,wastewater,DE20230512,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T13:37:00Z,3,DE20230512,CDPHE,SRP393881,6857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,DE20230512,copies/L,n2,no,SARS-CoV-2,20100.0,0.76,NaN,,
SRR24838189,AMPLICON,247,116993057,PRJNA850375,SAMN35627794,SARS-CoV-2: wastewater surveillance,61356502,CDPHE-COVID,CDPHE,2023-04-24,PG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602611,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Archuleta\, county",Illumina MiSeq,wastewater,PG20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T13:18:00Z,3,PG20230424,CDPHE,SRP393881,27857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PG20230424,copies/L,n2,no,SARS-CoV-2,47800.0,1.88,NaN,,
SRR24838190,AMPLICON,245,86154096,PRJNA850375,SAMN35627963,SARS-CoV-2: wastewater surveillance,46830406,CDPHE-COVID,CDPHE,2023-05-01,SM,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602610,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Denver\, county",Illumina MiSeq,wastewater,SM20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T16:03:00Z,3,SM20230501,CDPHE,SRP393881,345454,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SM20230501,copies/L,n1,no,SARS-CoV-2,25674.947,27.6,NaN,,
SRR24838191,AMPLICON,242,81746195,PRJNA850375,SAMN35627962,SARS-CoV-2: wastewater surveillance,44367892,CDPHE-COVID,CDPHE,2023-05-01,SL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602609,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,SL20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T22:43:00Z,3,SL20230501,CDPHE,SRP393881,17601,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SL20230501,copies/L,n1,no,SARS-CoV-2,106862.2759,1.5134,NaN,,
SRR24838192,AMPLICON,238,97655624,PRJNA850375,SAMN35627961,SARS-CoV-2: wastewater surveillance,51542903,CDPHE-COVID,CDPHE,2023-05-01,SK,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602608,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder Weld\, county",Illumina MiSeq,wastewater,SK20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T21:15:00Z,3,SK20230501,CDPHE,SRP393881,75544,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SK20230501,copies/L,n1,no,SARS-CoV-2,34522.59482,6.95,NaN,,
SRR24838193,AMPLICON,240,112423859,PRJNA850375,SAMN35627960,SARS-CoV-2: wastewater surveillance,59699440,CDPHE-COVID,CDPHE,2023-05-01,SI,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602607,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SI20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-03T02:53:00Z,3,SI20230501,CDPHE,SRP393881,26621,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SI20230501,copies/L,n1,no,SARS-CoV-2,53680.65146,2.19,NaN,,
SRR24838194,AMPLICON,241,94277983,PRJNA850375,SAMN35627959,SARS-CoV-2: wastewater surveillance,50627139,CDPHE-COVID,CDPHE,2023-05-01,SH,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602606,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SH20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-03T06:36:00Z,3,SH20230501,CDPHE,SRP393881,92127,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SH20230501,copies/L,n1,no,SARS-CoV-2,38591.55502,10.068999999999999,NaN,,
SRR24838195,AMPLICON,241,82206905,PRJNA850375,SAMN35627958,SARS-CoV-2: wastewater surveillance,43940096,CDPHE-COVID,CDPHE,2023-05-01,SG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602605,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SG20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T02:52:00Z,3,SG20230501,CDPHE,SRP393881,17997,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SG20230501,copies/L,n1,no,SARS-CoV-2,76122.71326,2.4290000000000003,NaN,,
SRR24838196,AMPLICON,240,94779476,PRJNA850375,SAMN35627957,SARS-CoV-2: wastewater surveillance,51134376,CDPHE-COVID,CDPHE,2023-05-01,SE,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602604,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SE20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T03:59:00Z,3,SE20230501,CDPHE,SRP393881,303855,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SE20230501,copies/L,n1,no,SARS-CoV-2,50214.87645,28.33,NaN,,
