Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_flow,instantaneous_flow,amplicon_PCR_primer_scheme (run),replicate
SRR28206542,AMPLICON,229,88451843,PRJNA850375,SAMN40192217,SARS-CoV-2: wastewater surveillance,32694444,CDPHE-COVID,CDPHE,2023-12-21,ER,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819029,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Weld\, county",NextSeq 2000,wastewater,ER20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,ER20231221,CDPHE,SRP393881,13779,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,ER20231221,copies/L,N2,no,SARS-CoV-2,missing,missing,missing,,
SRR28206543,AMPLICON,224,91232572,PRJNA850375,SAMN40192216,SARS-CoV-2: wastewater surveillance,34108394,CDPHE-COVID,CDPHE,2023-12-21,LC,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819028,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Larimer Weld\, county",NextSeq 2000,wastewater,LC20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,LC20231221,CDPHE,SRP393881,7946,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LC20231221,copies/L,N2,no,SARS-CoV-2,"210,000",1.07,NaN,,
SRR28206544,AMPLICON,226,102335489,PRJNA850375,SAMN40192215,SARS-CoV-2: wastewater surveillance,38028124,CDPHE-COVID,CDPHE,2023-12-21,CT,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819027,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Douglas\, county",NextSeq 2000,wastewater,CT20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,CT20231221,CDPHE,SRP393881,60571,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CT20231221,copies/L,N2,no,SARS-CoV-2,"230,000",6.15,NaN,,
SRR28206545,AMPLICON,223,86478102,PRJNA850375,SAMN40192214,SARS-CoV-2: wastewater surveillance,32278768,CDPHE-COVID,CDPHE,2023-12-28,LA,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819026,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Larimer\, county",NextSeq 2000,wastewater,LA20231228,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,LA20231228,CDPHE,SRP393881,66429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LA20231228,copies/L,N2,no,SARS-CoV-2,"200,000",5.681,NaN,,
SRR28206546,AMPLICON,227,89229968,PRJNA850375,SAMN40192213,SARS-CoV-2: wastewater surveillance,33155442,CDPHE-COVID,CDPHE,2023-12-28,SL,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819025,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder\, county",NextSeq 2000,wastewater,SL20231228,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SL20231228,CDPHE,SRP393881,17601,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SL20231228,copies/L,N2,no,SARS-CoV-2,"130,000",1.5586,NaN,,
SRR28206547,AMPLICON,225,93078383,PRJNA850375,SAMN40192212,SARS-CoV-2: wastewater surveillance,34270069,CDPHE-COVID,CDPHE,2023-12-26,SK,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819024,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder Weld\, county",NextSeq 2000,wastewater,SK20231226,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SK20231226,CDPHE,SRP393881,75544,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SK20231226,copies/L,N2,no,SARS-CoV-2,"320,000",6.23,NaN,,
SRR28206548,AMPLICON,228,118829436,PRJNA850375,SAMN40192050,SARS-CoV-2: wastewater surveillance,43425503,CDPHE-COVID,CDPHE,2024-01-08,TR,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819023,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, San Miguel\, county",NextSeq 2000,wastewater,TR20240108,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,TR20240108,CDPHE,SRP393881,15000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,TR20240108,copies/L,N2,no,SARS-CoV-2,"260,000",0.698,NaN,,
SRR28206549,AMPLICON,238,70868426,PRJNA850375,SAMN40192211,SARS-CoV-2: wastewater surveillance,26140753,CDPHE-COVID,CDPHE,2023-12-18,GJ,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819022,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Mesa\, county",NextSeq 2000,wastewater,GJ20231218,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,GJ20231218,CDPHE,SRP393881,89286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,GJ20231218,copies/L,N2,no,SARS-CoV-2,"110,000",6.72,NaN,,
SRR28206550,AMPLICON,225,102363167,PRJNA850375,SAMN40192210,SARS-CoV-2: wastewater surveillance,38115055,CDPHE-COVID,CDPHE,2023-12-26,UB,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819021,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Summit\, county",NextSeq 2000,wastewater,UB20231226,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,UB20231226,CDPHE,SRP393881,35643,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,UB20231226,copies/L,N2,no,SARS-CoV-2,"470,000",1.973,NaN,,
SRR28206551,AMPLICON,201,66670653,PRJNA850375,SAMN40192209,SARS-CoV-2: wastewater surveillance,25189075,CDPHE-COVID,CDPHE,2023-12-21,RW,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819020,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Ouray\, county",NextSeq 2000,wastewater,RW20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,RW20231221,CDPHE,SRP393881,1386,census blocks clipped to wastewater service area polygon,0,raw wastewater,wastewater treatment plant,grab,RW20231221,copies/L,N2,no,SARS-CoV-2,"120,000",NaN,0.1128,,
SRR28206552,AMPLICON,174,25843230,PRJNA850375,SAMN40192208,SARS-CoV-2: wastewater surveillance,9892368,CDPHE-COVID,CDPHE,2023-12-26,WL,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819019,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Jackson\, county",NextSeq 2000,wastewater,WL20231226,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,WL20231226,CDPHE,SRP393881,1536,census blocks clipped to wastewater service area polygon,0,raw wastewater,wastewater treatment plant,grab,WL20231226,copies/L,N2,no,SARS-CoV-2,"24,000",NaN,0.058,,
SRR28206553,AMPLICON,76,2290338,PRJNA850375,SAMN40192207,SARS-CoV-2: wastewater surveillance,1082744,CDPHE-COVID,CDPHE,2023-12-21,CK,Ceres Nanosciences Nanotrap,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23819018,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, El Paso\, county",NextSeq 2000,wastewater,CK20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,CK20231221,CDPHE,SRP393881,34286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CK20231221,copies/L,N2,no,SARS-CoV-2,"45,000",2.218,NaN,,
SRR28206554,AMPLICON,223,91605684,PRJNA850375,SAMN40192206,SARS-CoV-2: wastewater surveillance,34468869,CDPHE-COVID,CDPHE,2023-12-21,SH,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819017,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Larimer\, county",NextSeq 2000,wastewater,SH20231221,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SH20231221,CDPHE,SRP393881,92127,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SH20231221,copies/L,N2,no,SARS-CoV-2,"220,000",8.994,NaN,,
SRR28206555,AMPLICON,225,101289220,PRJNA850375,SAMN40192205,SARS-CoV-2: wastewater surveillance,37502789,CDPHE-COVID,CDPHE,2023-12-26,CM,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819016,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Summit\, county",NextSeq 2000,wastewater,CM20231226,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,CM20231226,CDPHE,SRP393881,7857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CM20231226,copies/L,N2,no,SARS-CoV-2,"270,000",0.288,NaN,,
SRR28206556,AMPLICON,236,151395075,PRJNA850375,SAMN40192204,SARS-CoV-2: wastewater surveillance,54921190,CDPHE-COVID,CDPHE,2024-01-04,ER,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819015,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Weld\, county",NextSeq 2000,wastewater,ER20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,ER20240104,CDPHE,SRP393881,13779,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,ER20240104,copies/L,N2,no,SARS-CoV-2,"82,000",1.42,NaN,,
SRR28206557,AMPLICON,236,124923508,PRJNA850375,SAMN40192203,SARS-CoV-2: wastewater surveillance,45138846,CDPHE-COVID,CDPHE,2024-01-04,RW,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819014,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Ouray\, county",NextSeq 2000,wastewater,RW20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,RW20240104,CDPHE,SRP393881,1386,census blocks clipped to wastewater service area polygon,0,raw wastewater,wastewater treatment plant,grab,RW20240104,copies/L,N2,no,SARS-CoV-2,"17,000",NaN,0.1987,,
SRR28206558,AMPLICON,231,138393594,PRJNA850375,SAMN40192202,SARS-CoV-2: wastewater surveillance,50847430,CDPHE-COVID,CDPHE,2024-01-04,SL,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819013,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Boulder\, county",NextSeq 2000,wastewater,SL20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,SL20240104,CDPHE,SRP393881,17601,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SL20240104,copies/L,N2,no,SARS-CoV-2,"460,000",1.7,NaN,,
SRR28206559,AMPLICON,229,148880847,PRJNA850375,SAMN40192049,SARS-CoV-2: wastewater surveillance,54113283,CDPHE-COVID,CDPHE,2024-01-08,SS,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819012,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Routt\, county",NextSeq 2000,wastewater,SS20240108,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SS20240108,CDPHE,SRP393881,43741,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SS20240108,copies/L,N2,no,SARS-CoV-2,"110,000",2.739,NaN,,
SRR28206560,AMPLICON,232,132065934,PRJNA850375,SAMN40192201,SARS-CoV-2: wastewater surveillance,48035178,CDPHE-COVID,CDPHE,2024-01-04,WP,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819011,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Teller\, county",NextSeq 2000,wastewater,WP20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,WP20240104,CDPHE,SRP393881,6379,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,WP20240104,copies/L,N2,no,SARS-CoV-2,"310,000",.628 MGD,NaN,,
SRR28206561,AMPLICON,231,160203905,PRJNA850375,SAMN40192200,SARS-CoV-2: wastewater surveillance,58259133,CDPHE-COVID,CDPHE,2024-01-03,SJ,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819010,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Weld\, county",NextSeq 2000,wastewater,SJ20240103,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,SJ20240103,CDPHE,SRP393881,83319,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SJ20240103,copies/L,N2,no,SARS-CoV-2,"98,000",7.1,NaN,,
SRR28206562,AMPLICON,231,146180441,PRJNA850375,SAMN40192199,SARS-CoV-2: wastewater surveillance,53503953,CDPHE-COVID,CDPHE,2024-01-04,AP,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819009,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Pitkin\, county",NextSeq 2000,wastewater,AP20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,AP20240104,CDPHE,SRP393881,5500,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,AP20240104,copies/L,N2,no,SARS-CoV-2,"9,600,000",1.517,NaN,,
SRR28206563,AMPLICON,230,153544755,PRJNA850375,SAMN40192198,SARS-CoV-2: wastewater surveillance,56217825,CDPHE-COVID,CDPHE,2024-01-01,TR,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819008,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, San Miguel\, county",NextSeq 2000,wastewater,TR20240101,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,TR20240101,CDPHE,SRP393881,15000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,TR20240101,copies/L,N2,no,SARS-CoV-2,"210,000",0.957,NaN,,
SRR28206564,AMPLICON,227,137339384,PRJNA850375,SAMN40192175,SARS-CoV-2: wastewater surveillance,50039157,CDPHE-COVID,CDPHE,2024-01-04,OU,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819007,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Ouray\, county",NextSeq 2000,wastewater,OU20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,OU20240104,CDPHE,SRP393881,2152,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,OU20240104,copies/L,N2,no,SARS-CoV-2,"38,000",0.164,NaN,,
SRR28206565,AMPLICON,231,127697785,PRJNA850375,SAMN40192174,SARS-CoV-2: wastewater surveillance,46712666,CDPHE-COVID,CDPHE,2024-01-04,TP,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819006,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, El Paso\, county",NextSeq 2000,wastewater,TP20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,TP20240104,CDPHE,SRP393881,4779,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,TP20240104,copies/L,N2,no,SARS-CoV-2,"770,000",0.229,NaN,,
SRR28206566,AMPLICON,232,132447469,PRJNA850375,SAMN40192173,SARS-CoV-2: wastewater surveillance,48242359,CDPHE-COVID,CDPHE,2024-01-04,CS,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819005,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Chaffee\, county",NextSeq 2000,wastewater,CS20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,CS20240104,CDPHE,SRP393881,19286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CS20240104,copies/L,N2,no,SARS-CoV-2,"720,000",0.4954,NaN,,
SRR28206567,AMPLICON,232,126150078,PRJNA850375,SAMN40192172,SARS-CoV-2: wastewater surveillance,45585773,CDPHE-COVID,CDPHE,2024-01-04,SP,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819004,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Adams\, county",NextSeq 2000,wastewater,SP20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SP20240104,CDPHE,SRP393881,54561,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SP20240104,copies/L,N2,no,SARS-CoV-2,"31,000",3.99,NaN,,
SRR28206568,AMPLICON,231,110308349,PRJNA850375,SAMN40192046,SARS-CoV-2: wastewater surveillance,39995880,CDPHE-COVID,CDPHE,2024-01-07,SR,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819003,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Arapahoe Jefferson\, county",NextSeq 2000,wastewater,SR20240107,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:29:00Z,1,SR20240107,CDPHE,SRP393881,247443,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SR20240107,copies/L,N2,no,SARS-CoV-2,"87,000",17.1,NaN,,
SRR28206569,AMPLICON,231,124261246,PRJNA850375,SAMN40192171,SARS-CoV-2: wastewater surveillance,45330793,CDPHE-COVID,CDPHE,2024-01-04,SH,Ceres Nanosciences Nanotrap,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23819002,MHV,Thermo Fisher Scientific King Fisher extraction,USA,North America,"USA: Colorado\, Larimer\, county",NextSeq 2000,wastewater,SH20240104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2024-03-03T00:00:00Z,2024-03-03T12:30:00Z,1,SH20240104,CDPHE,SRP393881,92127,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SH20240104,copies/L,N2,no,SARS-CoV-2,"150,000",9.1,NaN,,
